"ID","Column","Description"
15666,"Country","Incorrect spelling"
15688,"Country","Incorrect spelling"
15692,"Country","Incorrect spelling"
15693,"Country","Incorrect spelling"
15700,"Country","Incorrect spelling"
15706,"Country","Incorrect spelling"
15743,"Country","Incorrect spelling"
15744,"Country","Incorrect spelling"
15745,"Country","Incorrect spelling"
15746,"Country","Incorrect spelling"
15755,"Country","Incorrect spelling"
15758,"Country","Incorrect spelling"
15759,"Country","Incorrect spelling"
15762,"Country","Incorrect spelling"
15786,"Country","Incorrect spelling"
15824,"Country","Incorrect spelling"
15829,"Country","Incorrect spelling"
15833,"Country","Incorrect spelling"
15838,"Country","Incorrect spelling"
15848,"Country","Incorrect spelling"
15849,"Country","Incorrect spelling"
15850,"Country","Incorrect spelling"
15851,"Country","Incorrect spelling"
15855,"Country","Incorrect spelling"
15857,"Country","Incorrect spelling"
15859,"Country","Incorrect spelling"
15861,"Country","Incorrect spelling"
15866,"Country","Incorrect spelling"
15870,"Country","Incorrect spelling"
15875,"Country","Incorrect spelling"
15876,"Country","Incorrect spelling"
15877,"Country","Incorrect spelling"
15878,"Country","Incorrect spelling"
15879,"Country","Incorrect spelling"
15880,"Country","Incorrect spelling"
15881,"Country","Incorrect spelling"
15882,"Country","Incorrect spelling"
15894,"Country","Incorrect spelling"
15898,"Country","Incorrect spelling"
15901,"Country","Incorrect spelling"
15904,"Country","Incorrect spelling"
15906,"Country","Incorrect spelling"
15907,"Country","Incorrect spelling"
15908,"Country","Incorrect spelling"
15911,"Country","Incorrect spelling"
15913,"Country","Incorrect spelling"
15915,"Country","Incorrect spelling"
15916,"Country","Incorrect spelling"
15917,"Country","Incorrect spelling"
15927,"Country","Incorrect spelling"
15936,"Country","Incorrect spelling"
15949,"Country","Incorrect spelling"
15953,"Country","Incorrect spelling"
15954,"Country","Incorrect spelling"
15956,"Country","Incorrect spelling"
15967,"Country","Incorrect spelling"
15973,"Country","Incorrect spelling"
15978,"Country","Incorrect spelling"
15999,"Country","Incorrect spelling"
16004,"Country","Incorrect spelling"
16005,"Country","Incorrect spelling"
16006,"Country","Incorrect spelling"
16007,"Country","Incorrect spelling"
16016,"Country","Incorrect spelling"
16019,"Country","Incorrect spelling"
16020,"Country","Incorrect spelling"
16023,"Country","Incorrect spelling"
16047,"Country","Incorrect spelling"
16063,"Country","Incorrect spelling"
16090,"Country","Incorrect spelling"
16094,"Country","Incorrect spelling"
16099,"Country","Incorrect spelling"
16109,"Country","Incorrect spelling"
16110,"Country","Incorrect spelling"
16111,"Country","Incorrect spelling"
16112,"Country","Incorrect spelling"
16120,"Country","Incorrect spelling"
16122,"Country","Incorrect spelling"
16124,"Country","Incorrect spelling"
16127,"Country","Incorrect spelling"
16131,"Country","Incorrect spelling"
16136,"Country","Incorrect spelling"
16138,"Country","Incorrect spelling"
16139,"Country","Incorrect spelling"
16140,"Country","Incorrect spelling"
16141,"Country","Incorrect spelling"
16142,"Country","Incorrect spelling"
16143,"Country","Incorrect spelling"
16155,"Country","Incorrect spelling"
16159,"Country","Incorrect spelling"
16162,"Country","Incorrect spelling"
16165,"Country","Incorrect spelling"
16168,"Country","Incorrect spelling"
16169,"Country","Incorrect spelling"
16172,"Country","Incorrect spelling"
16174,"Country","Incorrect spelling"
16176,"Country","Incorrect spelling"
16177,"Country","Incorrect spelling"
16178,"Country","Incorrect spelling"
16188,"Country","Incorrect spelling"
16210,"Country","Incorrect spelling"
16214,"Country","Incorrect spelling"
16215,"Country","Incorrect spelling"
16221,"Country","Incorrect spelling"
16228,"Country","Incorrect spelling"
16265,"Country","Incorrect spelling"
16266,"Country","Incorrect spelling"
16267,"Country","Incorrect spelling"
16268,"Country","Incorrect spelling"
16272,"Country","Incorrect spelling"
16277,"Country","Incorrect spelling"
16280,"Country","Incorrect spelling"
16281,"Country","Incorrect spelling"
16284,"Country","Incorrect spelling"
16308,"Country","Incorrect spelling"
16324,"Country","Incorrect spelling"
16325,"Country","Incorrect spelling"
16334,"Country","Incorrect spelling"
16351,"Country","Incorrect spelling"
16355,"Country","Incorrect spelling"
16370,"Country","Incorrect spelling"
16371,"Country","Incorrect spelling"
16372,"Country","Incorrect spelling"
16373,"Country","Incorrect spelling"
16376,"Country","Incorrect spelling"
16381,"Country","Incorrect spelling"
16383,"Country","Incorrect spelling"
16388,"Country","Incorrect spelling"
16392,"Country","Incorrect spelling"
16397,"Country","Incorrect spelling"
16398,"Country","Incorrect spelling"
16399,"Country","Incorrect spelling"
16400,"Country","Incorrect spelling"
16401,"Country","Incorrect spelling"
16402,"Country","Incorrect spelling"
16403,"Country","Incorrect spelling"
16404,"Country","Incorrect spelling"
16416,"Country","Incorrect spelling"
16420,"Country","Incorrect spelling"
16423,"Country","Incorrect spelling"
16426,"Country","Incorrect spelling"
16428,"Country","Incorrect spelling"
16429,"Country","Incorrect spelling"
16430,"Country","Incorrect spelling"
16433,"Country","Incorrect spelling"
16435,"Country","Incorrect spelling"
16437,"Country","Incorrect spelling"
16438,"Country","Incorrect spelling"
16439,"Country","Incorrect spelling"
16449,"Country","Incorrect spelling"
16471,"Country","Incorrect spelling"
16475,"Country","Incorrect spelling"
16476,"Country","Incorrect spelling"
16489,"Country","Incorrect spelling"
16526,"Country","Incorrect spelling"
16527,"Country","Incorrect spelling"
16528,"Country","Incorrect spelling"
16529,"Country","Incorrect spelling"
16538,"Country","Incorrect spelling"
16541,"Country","Incorrect spelling"
16542,"Country","Incorrect spelling"
16545,"Country","Incorrect spelling"
16567,"Country","Incorrect spelling"
16569,"Country","Incorrect spelling"
16584,"Country","Incorrect spelling"
16585,"Country","Incorrect spelling"
16596,"Country","Incorrect spelling"
16612,"Country","Incorrect spelling"
16613,"Country","Incorrect spelling"
16616,"Country","Incorrect spelling"
16621,"Country","Incorrect spelling"
16626,"Country","Incorrect spelling"
16631,"Country","Incorrect spelling"
16632,"Country","Incorrect spelling"
16633,"Country","Incorrect spelling"
16634,"Country","Incorrect spelling"
16642,"Country","Incorrect spelling"
16644,"Country","Incorrect spelling"
16649,"Country","Incorrect spelling"
16658,"Country","Incorrect spelling"
16659,"Country","Incorrect spelling"
16660,"Country","Incorrect spelling"
16661,"Country","Incorrect spelling"
16662,"Country","Incorrect spelling"
16663,"Country","Incorrect spelling"
16664,"Country","Incorrect spelling"
16665,"Country","Incorrect spelling"
16677,"Country","Incorrect spelling"
16681,"Country","Incorrect spelling"
16684,"Country","Incorrect spelling"
16687,"Country","Incorrect spelling"
16689,"Country","Incorrect spelling"
16690,"Country","Incorrect spelling"
16691,"Country","Incorrect spelling"
16694,"Country","Incorrect spelling"
16696,"Country","Incorrect spelling"
16698,"Country","Incorrect spelling"
16699,"Country","Incorrect spelling"
16700,"Country","Incorrect spelling"
16710,"Country","Incorrect spelling"
16732,"Country","Incorrect spelling"
16736,"Country","Incorrect spelling"
16737,"Country","Incorrect spelling"
16747,"Country","Incorrect spelling"
16750,"Country","Incorrect spelling"
16771,"Country","Incorrect spelling"
16787,"Country","Incorrect spelling"
16788,"Country","Incorrect spelling"
16789,"Country","Incorrect spelling"
16790,"Country","Incorrect spelling"
16799,"Country","Incorrect spelling"
16802,"Country","Incorrect spelling"
16803,"Country","Incorrect spelling"
16806,"Country","Incorrect spelling"
16830,"Country","Incorrect spelling"
16841,"Country","Incorrect spelling"
16873,"Country","Incorrect spelling"
16877,"Country","Incorrect spelling"
16882,"Country","Incorrect spelling"
16893,"Country","Incorrect spelling"
16894,"Country","Incorrect spelling"
16895,"Country","Incorrect spelling"
16898,"Country","Incorrect spelling"
16903,"Country","Incorrect spelling"
16905,"Country","Incorrect spelling"
16910,"Country","Incorrect spelling"
16914,"Country","Incorrect spelling"
16919,"Country","Incorrect spelling"
16920,"Country","Incorrect spelling"
16921,"Country","Incorrect spelling"
16922,"Country","Incorrect spelling"
16923,"Country","Incorrect spelling"
16924,"Country","Incorrect spelling"
16925,"Country","Incorrect spelling"
16926,"Country","Incorrect spelling"
16938,"Country","Incorrect spelling"
16940,"Country","Incorrect spelling"
16942,"Country","Incorrect spelling"
16945,"Country","Incorrect spelling"
16948,"Country","Incorrect spelling"
16950,"Country","Incorrect spelling"
16951,"Country","Incorrect spelling"
16952,"Country","Incorrect spelling"
16955,"Country","Incorrect spelling"
16956,"Country","Incorrect spelling"
16957,"Country","Incorrect spelling"
16959,"Country","Incorrect spelling"
16960,"Country","Incorrect spelling"
16961,"Country","Incorrect spelling"
16971,"Country","Incorrect spelling"
16993,"Country","Incorrect spelling"
16997,"Country","Incorrect spelling"
16998,"Country","Incorrect spelling"
17005,"Country","Incorrect spelling"
17011,"Country","Incorrect spelling"
17048,"Country","Incorrect spelling"
17049,"Country","Incorrect spelling"
17050,"Country","Incorrect spelling"
17051,"Country","Incorrect spelling"
17060,"Country","Incorrect spelling"
17063,"Country","Incorrect spelling"
17064,"Country","Incorrect spelling"
17067,"Country","Incorrect spelling"
17091,"Country","Incorrect spelling"
17107,"Country","Incorrect spelling"
17134,"Country","Incorrect spelling"
17138,"Country","Incorrect spelling"
17143,"Country","Incorrect spelling"
17153,"Country","Incorrect spelling"
17154,"Country","Incorrect spelling"
17155,"Country","Incorrect spelling"
17156,"Country","Incorrect spelling"
17164,"Country","Incorrect spelling"
17166,"Country","Incorrect spelling"
17171,"Country","Incorrect spelling"
17175,"Country","Incorrect spelling"
17180,"Country","Incorrect spelling"
17181,"Country","Incorrect spelling"
17182,"Country","Incorrect spelling"
17183,"Country","Incorrect spelling"
17184,"Country","Incorrect spelling"
17185,"Country","Incorrect spelling"
17186,"Country","Incorrect spelling"
17187,"Country","Incorrect spelling"
17199,"Country","Incorrect spelling"
17203,"Country","Incorrect spelling"
17206,"Country","Incorrect spelling"
17209,"Country","Incorrect spelling"
17211,"Country","Incorrect spelling"
17212,"Country","Incorrect spelling"
17213,"Country","Incorrect spelling"
17216,"Country","Incorrect spelling"
17218,"Country","Incorrect spelling"
17220,"Country","Incorrect spelling"
17221,"Country","Incorrect spelling"
17222,"Country","Incorrect spelling"
17232,"Country","Incorrect spelling"
17254,"Country","Incorrect spelling"
17258,"Country","Incorrect spelling"
17259,"Country","Incorrect spelling"
17272,"Country","Incorrect spelling"
17285,"Country","Incorrect spelling"
17309,"Country","Incorrect spelling"
17310,"Country","Incorrect spelling"
17311,"Country","Incorrect spelling"
17312,"Country","Incorrect spelling"
17321,"Country","Incorrect spelling"
17324,"Country","Incorrect spelling"
17325,"Country","Incorrect spelling"
17328,"Country","Incorrect spelling"
17342,"Country","Incorrect spelling"
17352,"Country","Incorrect spelling"
17363,"Country","Incorrect spelling"
17368,"Country","Incorrect spelling"
17379,"Country","Incorrect spelling"
17391,"Country","Incorrect spelling"
17395,"Country","Incorrect spelling"
17399,"Country","Incorrect spelling"
17404,"Country","Incorrect spelling"
17414,"Country","Incorrect spelling"
17415,"Country","Incorrect spelling"
17416,"Country","Incorrect spelling"
17417,"Country","Incorrect spelling"
17425,"Country","Incorrect spelling"
17427,"Country","Incorrect spelling"
17432,"Country","Incorrect spelling"
17435,"Country","Incorrect spelling"
17436,"Country","Incorrect spelling"
17441,"Country","Incorrect spelling"
17442,"Country","Incorrect spelling"
17443,"Country","Incorrect spelling"
17444,"Country","Incorrect spelling"
17445,"Country","Incorrect spelling"
17446,"Country","Incorrect spelling"
17447,"Country","Incorrect spelling"
17448,"Country","Incorrect spelling"
17460,"Country","Incorrect spelling"
17464,"Country","Incorrect spelling"
17467,"Country","Incorrect spelling"
17470,"Country","Incorrect spelling"
17472,"Country","Incorrect spelling"
17473,"Country","Incorrect spelling"
17474,"Country","Incorrect spelling"
17477,"Country","Incorrect spelling"
17479,"Country","Incorrect spelling"
17481,"Country","Incorrect spelling"
17482,"Country","Incorrect spelling"
17483,"Country","Incorrect spelling"
17493,"Country","Incorrect spelling"
17514,"Country","Incorrect spelling"
17515,"Country","Incorrect spelling"
17519,"Country","Incorrect spelling"
17520,"Country","Incorrect spelling"
17533,"Country","Incorrect spelling"
17570,"Country","Incorrect spelling"
17571,"Country","Incorrect spelling"
17572,"Country","Incorrect spelling"
17573,"Country","Incorrect spelling"
17582,"Country","Incorrect spelling"
17585,"Country","Incorrect spelling"
17586,"Country","Incorrect spelling"
17589,"Country","Incorrect spelling"
17613,"Country","Incorrect spelling"
17629,"Country","Incorrect spelling"
17632,"Country","Incorrect spelling"
17656,"Country","Incorrect spelling"
17660,"Country","Incorrect spelling"
17665,"Country","Incorrect spelling"
17675,"Country","Incorrect spelling"
17676,"Country","Incorrect spelling"
17677,"Country","Incorrect spelling"
17678,"Country","Incorrect spelling"
17686,"Country","Incorrect spelling"
17688,"Country","Incorrect spelling"
17693,"Country","Incorrect spelling"
17697,"Country","Incorrect spelling"
17702,"Country","Incorrect spelling"
17703,"Country","Incorrect spelling"
17704,"Country","Incorrect spelling"
17705,"Country","Incorrect spelling"
17706,"Country","Incorrect spelling"
17708,"Country","Incorrect spelling"
17709,"Country","Incorrect spelling"
17721,"Country","Incorrect spelling"
17725,"Country","Incorrect spelling"
17726,"Country","Incorrect spelling"
17728,"Country","Incorrect spelling"
17731,"Country","Incorrect spelling"
17733,"Country","Incorrect spelling"
17734,"Country","Incorrect spelling"
17735,"Country","Incorrect spelling"
17738,"Country","Incorrect spelling"
17740,"Country","Incorrect spelling"
17742,"Country","Incorrect spelling"
17743,"Country","Incorrect spelling"
17744,"Country","Incorrect spelling"
17754,"Country","Incorrect spelling"
17760,"Country","Incorrect spelling"
17776,"Country","Incorrect spelling"
17780,"Country","Incorrect spelling"
17781,"Country","Incorrect spelling"
17794,"Country","Incorrect spelling"
17799,"Country","Incorrect spelling"
17826,"Country","Incorrect spelling"
17832,"Country","Incorrect spelling"
17833,"Country","Incorrect spelling"
17834,"Country","Incorrect spelling"
17835,"Country","Incorrect spelling"
17843,"Country","Incorrect spelling"
17846,"Country","Incorrect spelling"
17847,"Country","Incorrect spelling"
17850,"Country","Incorrect spelling"
17874,"Country","Incorrect spelling"
17890,"Country","Incorrect spelling"
17917,"Country","Incorrect spelling"
17921,"Country","Incorrect spelling"
17926,"Country","Incorrect spelling"
17936,"Country","Incorrect spelling"
17937,"Country","Incorrect spelling"
17938,"Country","Incorrect spelling"
17939,"Country","Incorrect spelling"
17941,"Country","Incorrect spelling"
17947,"Country","Incorrect spelling"
17949,"Country","Incorrect spelling"
17954,"Country","Incorrect spelling"
17958,"Country","Incorrect spelling"
17963,"Country","Incorrect spelling"
17964,"Country","Incorrect spelling"
17965,"Country","Incorrect spelling"
17966,"Country","Incorrect spelling"
17967,"Country","Incorrect spelling"
17968,"Country","Incorrect spelling"
17969,"Country","Incorrect spelling"
17970,"Country","Incorrect spelling"
17982,"Country","Incorrect spelling"
17986,"Country","Incorrect spelling"
17989,"Country","Incorrect spelling"
17992,"Country","Incorrect spelling"
17994,"Country","Incorrect spelling"
17995,"Country","Incorrect spelling"
17996,"Country","Incorrect spelling"
17999,"Country","Incorrect spelling"
18001,"Country","Incorrect spelling"
18003,"Country","Incorrect spelling"
18004,"Country","Incorrect spelling"
18005,"Country","Incorrect spelling"
18015,"Country","Incorrect spelling"
18037,"Country","Incorrect spelling"
18041,"Country","Incorrect spelling"
18042,"Country","Incorrect spelling"
18046,"Country","Incorrect spelling"
18055,"Country","Incorrect spelling"
18076,"Country","Incorrect spelling"
18082,"Country","Incorrect spelling"
18093,"Country","Incorrect spelling"
18094,"Country","Incorrect spelling"
18095,"Country","Incorrect spelling"
18104,"Country","Incorrect spelling"
18107,"Country","Incorrect spelling"
18108,"Country","Incorrect spelling"
18111,"Country","Incorrect spelling"
18135,"Country","Incorrect spelling"
18151,"Country","Incorrect spelling"
18178,"Country","Incorrect spelling"
18182,"Country","Incorrect spelling"
18187,"Country","Incorrect spelling"
18197,"Country","Incorrect spelling"
18198,"Country","Incorrect spelling"
18199,"Country","Incorrect spelling"
18200,"Country","Incorrect spelling"
18208,"Country","Incorrect spelling"
18210,"Country","Incorrect spelling"
18215,"Country","Incorrect spelling"
18219,"Country","Incorrect spelling"
18224,"Country","Incorrect spelling"
18225,"Country","Incorrect spelling"
18226,"Country","Incorrect spelling"
18227,"Country","Incorrect spelling"
18228,"Country","Incorrect spelling"
18229,"Country","Incorrect spelling"
18230,"Country","Incorrect spelling"
18231,"Country","Incorrect spelling"
18240,"Country","Incorrect spelling"
18243,"Country","Incorrect spelling"
18247,"Country","Incorrect spelling"
18250,"Country","Incorrect spelling"
18253,"Country","Incorrect spelling"
18255,"Country","Incorrect spelling"
18256,"Country","Incorrect spelling"
18257,"Country","Incorrect spelling"
18260,"Country","Incorrect spelling"
18262,"Country","Incorrect spelling"
18264,"Country","Incorrect spelling"
18265,"Country","Incorrect spelling"
18266,"Country","Incorrect spelling"
18276,"Country","Incorrect spelling"
18295,"Country","Incorrect spelling"
18296,"Country","Incorrect spelling"
18302,"Country","Incorrect spelling"
18303,"Country","Incorrect spelling"
18316,"Country","Incorrect spelling"
18353,"Country","Incorrect spelling"
18354,"Country","Incorrect spelling"
18355,"Country","Incorrect spelling"
18356,"Country","Incorrect spelling"
18365,"Country","Incorrect spelling"
18368,"Country","Incorrect spelling"
18369,"Country","Incorrect spelling"
18372,"Country","Incorrect spelling"
18396,"Country","Incorrect spelling"
18412,"Country","Incorrect spelling"
18439,"Country","Incorrect spelling"
18443,"Country","Incorrect spelling"
18446,"Country","Incorrect spelling"
18458,"Country","Incorrect spelling"
18459,"Country","Incorrect spelling"
18460,"Country","Incorrect spelling"
18461,"Country","Incorrect spelling"
18469,"Country","Incorrect spelling"
18471,"Country","Incorrect spelling"
18476,"Country","Incorrect spelling"
18480,"Country","Incorrect spelling"
18485,"Country","Incorrect spelling"
18486,"Country","Incorrect spelling"
18487,"Country","Incorrect spelling"
18488,"Country","Incorrect spelling"
18489,"Country","Incorrect spelling"
18490,"Country","Incorrect spelling"
18491,"Country","Incorrect spelling"
18492,"Country","Incorrect spelling"
18504,"Country","Incorrect spelling"
18508,"Country","Incorrect spelling"
18511,"Country","Incorrect spelling"
18514,"Country","Incorrect spelling"
18516,"Country","Incorrect spelling"
18517,"Country","Incorrect spelling"
18518,"Country","Incorrect spelling"
18521,"Country","Incorrect spelling"
18523,"Country","Incorrect spelling"
18525,"Country","Incorrect spelling"
18526,"Country","Incorrect spelling"
18527,"Country","Incorrect spelling"
18534,"Country","Incorrect spelling"
18537,"Country","Incorrect spelling"
18559,"Country","Incorrect spelling"
18563,"Country","Incorrect spelling"
18564,"Country","Incorrect spelling"
18571,"Country","Incorrect spelling"
18577,"Country","Incorrect spelling"
18604,"Country","Incorrect spelling"
18607,"Country","Incorrect spelling"
18614,"Country","Incorrect spelling"
18615,"Country","Incorrect spelling"
18616,"Country","Incorrect spelling"
18617,"Country","Incorrect spelling"
18626,"Country","Incorrect spelling"
18629,"Country","Incorrect spelling"
18630,"Country","Incorrect spelling"
18633,"Country","Incorrect spelling"
18653,"Country","Incorrect spelling"
18657,"Country","Incorrect spelling"
18673,"Country","Incorrect spelling"
18682,"Country","Incorrect spelling"
18690,"Country","Incorrect spelling"
18700,"Country","Incorrect spelling"
18704,"Country","Incorrect spelling"
18709,"Country","Incorrect spelling"
18719,"Country","Incorrect spelling"
18720,"Country","Incorrect spelling"
18721,"Country","Incorrect spelling"
18722,"Country","Incorrect spelling"
18730,"Country","Incorrect spelling"
18732,"Country","Incorrect spelling"
18737,"Country","Incorrect spelling"
18741,"Country","Incorrect spelling"
18746,"Country","Incorrect spelling"
18747,"Country","Incorrect spelling"
18748,"Country","Incorrect spelling"
18749,"Country","Incorrect spelling"
18750,"Country","Incorrect spelling"
18751,"Country","Incorrect spelling"
18752,"Country","Incorrect spelling"
18753,"Country","Incorrect spelling"
18765,"Country","Incorrect spelling"
18769,"Country","Incorrect spelling"
18772,"Country","Incorrect spelling"
18775,"Country","Incorrect spelling"
18777,"Country","Incorrect spelling"
18778,"Country","Incorrect spelling"
18779,"Country","Incorrect spelling"
18782,"Country","Incorrect spelling"
18784,"Country","Incorrect spelling"
18786,"Country","Incorrect spelling"
18787,"Country","Incorrect spelling"
18788,"Country","Incorrect spelling"
18798,"Country","Incorrect spelling"
18820,"Country","Incorrect spelling"
18824,"Country","Incorrect spelling"
18825,"Country","Incorrect spelling"
18838,"Country","Incorrect spelling"
18875,"Country","Incorrect spelling"
18876,"Country","Incorrect spelling"
18877,"Country","Incorrect spelling"
18878,"Country","Incorrect spelling"
18887,"Country","Incorrect spelling"
18890,"Country","Incorrect spelling"
18891,"Country","Incorrect spelling"
18894,"Country","Incorrect spelling"
18896,"Country","Incorrect spelling"
18913,"Country","Incorrect spelling"
18918,"Country","Incorrect spelling"
18927,"Country","Incorrect spelling"
18934,"Country","Incorrect spelling"
18961,"Country","Incorrect spelling"
18965,"Country","Incorrect spelling"
18968,"Country","Incorrect spelling"
18970,"Country","Incorrect spelling"
18980,"Country","Incorrect spelling"
18981,"Country","Incorrect spelling"
18982,"Country","Incorrect spelling"
18983,"Country","Incorrect spelling"
18991,"Country","Incorrect spelling"
18993,"Country","Incorrect spelling"
18998,"Country","Incorrect spelling"
19002,"Country","Incorrect spelling"
19005,"Country","Incorrect spelling"
19007,"Country","Incorrect spelling"
19008,"Country","Incorrect spelling"
19009,"Country","Incorrect spelling"
19010,"Country","Incorrect spelling"
19011,"Country","Incorrect spelling"
19012,"Country","Incorrect spelling"
19013,"Country","Incorrect spelling"
19014,"Country","Incorrect spelling"
19023,"Country","Incorrect spelling"
19026,"Country","Incorrect spelling"
19030,"Country","Incorrect spelling"
19033,"Country","Incorrect spelling"
19036,"Country","Incorrect spelling"
19038,"Country","Incorrect spelling"
19039,"Country","Incorrect spelling"
19040,"Country","Incorrect spelling"
19043,"Country","Incorrect spelling"
19045,"Country","Incorrect spelling"
19047,"Country","Incorrect spelling"
19048,"Country","Incorrect spelling"
19049,"Country","Incorrect spelling"
19059,"Country","Incorrect spelling"
19081,"Country","Incorrect spelling"
19085,"Country","Incorrect spelling"
19086,"Country","Incorrect spelling"
19099,"Country","Incorrect spelling"
19136,"Country","Incorrect spelling"
19137,"Country","Incorrect spelling"
19138,"Country","Incorrect spelling"
19139,"Country","Incorrect spelling"
19151,"Country","Incorrect spelling"
19152,"Country","Incorrect spelling"
19155,"Country","Incorrect spelling"
19179,"Country","Incorrect spelling"
19195,"Country","Incorrect spelling"
19217,"Country","Incorrect spelling"
19222,"Country","Incorrect spelling"
19226,"Country","Incorrect spelling"
19229,"Country","Incorrect spelling"
19231,"Country","Incorrect spelling"
19241,"Country","Incorrect spelling"
19242,"Country","Incorrect spelling"
19243,"Country","Incorrect spelling"
19244,"Country","Incorrect spelling"
19254,"Country","Incorrect spelling"
19259,"Country","Incorrect spelling"
19263,"Country","Incorrect spelling"
19268,"Country","Incorrect spelling"
19269,"Country","Incorrect spelling"
19270,"Country","Incorrect spelling"
19271,"Country","Incorrect spelling"
19272,"Country","Incorrect spelling"
19273,"Country","Incorrect spelling"
19274,"Country","Incorrect spelling"
19275,"Country","Incorrect spelling"
19287,"Country","Incorrect spelling"
19288,"Country","Incorrect spelling"
19291,"Country","Incorrect spelling"
19294,"Country","Incorrect spelling"
19297,"Country","Incorrect spelling"
19299,"Country","Incorrect spelling"
19300,"Country","Incorrect spelling"
19301,"Country","Incorrect spelling"
19304,"Country","Incorrect spelling"
19306,"Country","Incorrect spelling"
19308,"Country","Incorrect spelling"
19309,"Country","Incorrect spelling"
19310,"Country","Incorrect spelling"
19320,"Country","Incorrect spelling"
19342,"Country","Incorrect spelling"
19346,"Country","Incorrect spelling"
19347,"Country","Incorrect spelling"
19360,"Country","Incorrect spelling"
19364,"Country","Incorrect spelling"
19394,"Country","Incorrect spelling"
19397,"Country","Incorrect spelling"
19398,"Country","Incorrect spelling"
19399,"Country","Incorrect spelling"
19400,"Country","Incorrect spelling"
19409,"Country","Incorrect spelling"
19412,"Country","Incorrect spelling"
19413,"Country","Incorrect spelling"
19416,"Country","Incorrect spelling"
19440,"Country","Incorrect spelling"
19456,"Country","Incorrect spelling"
19483,"Country","Incorrect spelling"
19487,"Country","Incorrect spelling"
19492,"Country","Incorrect spelling"
19502,"Country","Incorrect spelling"
19503,"Country","Incorrect spelling"
19504,"Country","Incorrect spelling"
19505,"Country","Incorrect spelling"
19513,"Country","Incorrect spelling"
19515,"Country","Incorrect spelling"
19520,"Country","Incorrect spelling"
19524,"Country","Incorrect spelling"
19529,"Country","Incorrect spelling"
19530,"Country","Incorrect spelling"
19531,"Country","Incorrect spelling"
19532,"Country","Incorrect spelling"
19533,"Country","Incorrect spelling"
19535,"Country","Incorrect spelling"
19536,"Country","Incorrect spelling"
19548,"Country","Incorrect spelling"
19552,"Country","Incorrect spelling"
19555,"Country","Incorrect spelling"
19558,"Country","Incorrect spelling"
19560,"Country","Incorrect spelling"
19561,"Country","Incorrect spelling"
19562,"Country","Incorrect spelling"
19565,"Country","Incorrect spelling"
19567,"Country","Incorrect spelling"
19569,"Country","Incorrect spelling"
19570,"Country","Incorrect spelling"
19571,"Country","Incorrect spelling"
19581,"Country","Incorrect spelling"
19590,"Country","Incorrect spelling"
19603,"Country","Incorrect spelling"
19607,"Country","Incorrect spelling"
19608,"Country","Incorrect spelling"
19616,"Country","Incorrect spelling"
19621,"Country","Incorrect spelling"
19640,"Country","Incorrect spelling"
19658,"Country","Incorrect spelling"
19659,"Country","Incorrect spelling"
19660,"Country","Incorrect spelling"
19661,"Country","Incorrect spelling"
19670,"Country","Incorrect spelling"
19672,"Country","Incorrect spelling"
19673,"Country","Incorrect spelling"
19674,"Country","Incorrect spelling"
19677,"Country","Incorrect spelling"
19701,"Country","Incorrect spelling"
19717,"Country","Incorrect spelling"
19743,"Country","Incorrect spelling"
19744,"Country","Incorrect spelling"
19748,"Country","Incorrect spelling"
19753,"Country","Incorrect spelling"
19763,"Country","Incorrect spelling"
19764,"Country","Incorrect spelling"
19765,"Country","Incorrect spelling"
19766,"Country","Incorrect spelling"
19774,"Country","Incorrect spelling"
19776,"Country","Incorrect spelling"
19781,"Country","Incorrect spelling"
19785,"Country","Incorrect spelling"
19790,"Country","Incorrect spelling"
19791,"Country","Incorrect spelling"
19792,"Country","Incorrect spelling"
19793,"Country","Incorrect spelling"
19794,"Country","Incorrect spelling"
19795,"Country","Incorrect spelling"
19796,"Country","Incorrect spelling"
19797,"Country","Incorrect spelling"
19809,"Country","Incorrect spelling"
19813,"Country","Incorrect spelling"
19816,"Country","Incorrect spelling"
19819,"Country","Incorrect spelling"
19821,"Country","Incorrect spelling"
19822,"Country","Incorrect spelling"
19823,"Country","Incorrect spelling"
19826,"Country","Incorrect spelling"
19828,"Country","Incorrect spelling"
19830,"Country","Incorrect spelling"
19831,"Country","Incorrect spelling"
19832,"Country","Incorrect spelling"
19842,"Country","Incorrect spelling"
19864,"Country","Incorrect spelling"
19868,"Country","Incorrect spelling"
19869,"Country","Incorrect spelling"
19882,"Country","Incorrect spelling"
19887,"Country","Incorrect spelling"
19919,"Country","Incorrect spelling"
19920,"Country","Incorrect spelling"
19921,"Country","Incorrect spelling"
19922,"Country","Incorrect spelling"
19931,"Country","Incorrect spelling"
19934,"Country","Incorrect spelling"
19935,"Country","Incorrect spelling"
19938,"Country","Incorrect spelling"
19949,"Country","Incorrect spelling"
19962,"Country","Incorrect spelling"
19978,"Country","Incorrect spelling"
19997,"Country","Incorrect spelling"
20005,"Country","Incorrect spelling"
20009,"Country","Incorrect spelling"
20014,"Country","Incorrect spelling"
20024,"Country","Incorrect spelling"
20025,"Country","Incorrect spelling"
20026,"Country","Incorrect spelling"
20027,"Country","Incorrect spelling"
20035,"Country","Incorrect spelling"
20037,"Country","Incorrect spelling"
20042,"Country","Incorrect spelling"
20046,"Country","Incorrect spelling"
20051,"Country","Incorrect spelling"
